"task_id","task_name","row_id","row_number","comment_type","comment_content","v1_quality_score","v1_quality_level","v1_quality_reason","v1_emotion_score","v1_emotion_type","expected_quality_level","expected_quality_score_band","expected_emotion_type","error_type","label_reason"
"SddBOxS0nP","template (5)","T2YkcvvHiX","203","段评","妙人","85","好","精炼有力，'妙人'二字高度凝练，准确传达对角色/人物的赞赏与趣味性认可，符合段评即时反应特征，具备明确态度和情绪张力，互动价值高。","92","正向","","","","",""
"SddBOxS0nP","template (5)","hJCtzCdreg","34","段评","你写的书你不知道多少倍？","45","中","评论内容为反问句，带有质疑语气，有一定互动意图，但缺乏具体指向（未说明‘多少倍’指什么：字数、销量、阅读量？），信息不明确，逻辑略显突兀，属于简单情绪表达但有效性较弱，接近水评边缘。","35","中性","","","","",""
"SddBOxS0nP","template (5)","-V8ZhYOAt9","233","章评","又摸鱼混一天，凉开水泡饭[狗头][狗头][狗头]","72","中","评论以轻松幽默的自嘲口吻呼应章节可能呈现的日常感或节奏松弛氛围，'凉开水泡饭'具象又荒诞，搭配三连狗头强化戏谑感，符合章评即时反应特征；虽无深度剧情分析，但趣味性强、互动感足，易引发读者共鸣或接梗互动。","85","正向","","","","",""
"SddBOxS0nP","template (5)","yXlngWvp2r","435","段评","精灵已经不错了，记得后边还有个羽族，返祖后失去记忆变成一只鸟养在内世界","82","好","评论内容精炼有效，信息密度高：准确指出‘精灵’设定的合理性（‘已经不错了’），并自然引出后续关键设定‘羽族’及其返祖设定（失去记忆、化鸟、内世界饲养），体现出对文本世界观的深入理解和连贯性关注，属于有思考的互动型段评。","76","中性","","","","",""
"SddBOxS0nP","template (5)","BcjkF10Wtr","206","章评","俗套的剧情","35","中","评论内容极其简短，仅用‘俗套的剧情’四字表达主观评价，缺乏具体情节指向、分析依据或互动元素；未说明哪部分俗套、与哪些作品雷同、是否影响观感等，信息量低且无讨论价值，属于典型低质水评。","40","中性","","","","",""
"SddBOxS0nP","template (5)","FMUq4A_gMo","275","章评","[小七_打卡][小七_+1]","20","差","纯打卡式灌水，无剧情讨论、无趣味表达、无即时阅读反馈，仅重复使用固定模板符号，缺乏任何与章节内容的关联性或互动价值。","40","中性","","","","",""
"SddBOxS0nP","template (5)","cuNo4jAlP-","222","段评","铁马脑神经失常","35","中","内容为无依据的贬义调侃，缺乏具体指向或合理逻辑，属于情绪化攻击性水评，未体现阅读理解或有效互动，信息无效且易引发负面氛围。","15","负向","","","","",""
"SddBOxS0nP","template (5)","vNftR8OEPt","307","章评","的确看了好几十年了","35","中","内容极其简短，缺乏具体剧情指向、分析或互动元素，'看了好几十年了'明显不符合现实阅读时长，属于无实质信息的调侃式灌水，相关性弱且无讨论价值。","45","中性","","","","",""
"SddBOxS0nP","template (5)","OJaPTtYd-v","63","段评","又套娃，每次都是这样！","78","中","评论精炼有力，用‘又套娃’准确概括情节重复/套路化问题，‘每次都是这样！’强化不满情绪与即时观感，具有明确观点、真实阅读反馈和一定批判性，符合段评短而准的特性。","25","负向","","","","",""
"SddBOxS0nP","template (5)","GGIP82OpC3","322","章评","打个卡","25","差","纯灌水内容，无剧情讨论、无趣味表达、无即时阅读反馈，与章节内容完全无关，属于典型低价值打卡行为","40","中性","","","","",""
"SddBOxS0nP","template (5)","MLO-vmhuX1","120","段评","改叫几把学院吧[神评]","15","差","内容为低俗粗鄙的恶意戏谑，使用侮辱性词汇‘几把’对原文学院名称进行贬损式篡改，无任何建设性、趣味性或情感共鸣价值；[神评]标签与实际内容严重不符，属刻意博眼球的负面水评，违反基本文明表达规范。","5","负向","","","","",""
"SddBOxS0nP","template (5)","kQ7Yk3BFK6","266","章评","又是某长老针对和打宝物主意","62","中","评论简洁但指向明确，抓住了章节中重复出现的典型矛盾点（长老针对主角、觊觎宝物），具备一定剧情观察力和吐槽感，属于有上下文关联的轻度互动型章评；虽无深度分析，但符合读者即时反应习惯，有一定趣味性和共鸣基础。","58","中性","","","","",""
"SddBOxS0nP","template (5)","iNC78HUPnN","249","段评","没屁硬挤","45","中","属于带有主观评价的短评，用网络俚语‘没屁硬挤’表达对内容空洞、强行凑字数的不满，有一定情绪指向和批评意图，但缺乏具体依据或建设性，略显粗粝，互动价值中等偏低。","25","负向","","","","",""
"SddBOxS0nP","template (5)","X7LoKJeG_N","341","段评","混沌精虫没死啊，不是可以钻地吗？人类采不了，精虫可以去啊，小编你又忘记了吗","76","中","评论精炼且具备明确互动性，基于前文设定（混沌精虫、钻地能力、人类采不了）进行逻辑追问和调侃，体现即时阅读反应与轻度玩梗；虽带轻微质疑语气，但非攻击性，符合段评常见风格；‘小编你又忘记了吗’有拟人化互动感，增强参与度。","68","中性","","","","",""
"SddBOxS0nP","template (5)","NTUX8_9K6Q","947","章评","老子是真的服啦。。不是有那个一玄长老吗。。难道被作者杀啦[歪头笑哭][歪头笑哭][歪头笑哭]","78","中","评论紧扣章节情节，针对角色‘一玄长老’的突然消失提出幽默质疑，体现即时阅读反应；使用‘老子是真的服啦’强化情绪张力，配合三个[歪头笑哭]表情增强趣味互动性，具备较强传播力和共鸣感；虽未展开深度分析，但吐槽精准、节奏轻快，属高质量趣味章评。","85","正向","","","","",""
"SddBOxS0nP","template (5)","nYC2b6-9IT","546","段评","[小七_神评]","10","差","内容为空，仅含带方括号的昵称标签'[小七_神评]'，无实际评论信息，无法体现任何观点、情绪或互动价值，属于无效占位符","30","中性","","","","",""
"SddBOxS0nP","template (5)","t4T25mFBW9","89","段评","豆包","20","差","内容为纯名词‘豆包’，无上下文、无情绪表达、无互动意图，无法判断与原文段落的关联性，属于无意义灌水或随意输入，信息量为零。","50","中性","","","","",""
"SddBOxS0nP","template (5)","LlSwsbS-uR","437","段评","真想骟了鸟编","25","差","内容为明显人身攻击与恶意辱骂，使用低俗暴力化表达（'骟了'）指向创作者，违反基本社区文明规范；无任何段落反馈、情绪共鸣或有效互动价值，属于极端负向水评。","10","负向","","","","",""
"SddBOxS0nP","template (5)","JE_6N951g4","614","章评","废话加屁话太多了，","25","差","评论内容极度简短，缺乏具体指向（未说明哪部分是废话/屁话）、无剧情分析、无互动趣味性，属于典型负面情绪灌水，信息量趋近于零，且未体现阅读理解或真实反应细节。","15","负向","","","","",""
"SddBOxS0nP","template (5)","RF7y49BI7I","762","段评","萨摩耶剑术","65","中","内容简短但具备一定创意性和趣味性，将‘萨摩耶’（萌系犬种）与‘剑术’（冷峻武技）强行组合，形成反差萌式表达，属于轻度玩梗类段评；虽无上下文支撑略显突兀，但并非纯水评，有一定互动意图和记忆点。","82","正向","","","","",""
"SddBOxS0nP","template (5)","K4-79d3qzg","407","段评","铁马非姨所思是什么意思？你姨想不到难道你姨夫也想不到吗[呲牙]","78","中","评论精炼且具互动性，以幽默反问方式解构原文‘铁马非姨所思’的谐音梗（‘铁马冰河入梦来’化用+‘姨’代‘意’），并延伸调侃‘姨夫’，体现即时阅读反应和文字敏感度；虽带网络表情[呲牙]，但非灌水，有明确语义指向和轻喜剧效果。","85","正向","","","","",""
"SddBOxS0nP","template (5)","VX76RWSIj-","345","章评","这是小说还是八卦段子？不过，也有这么写的。传奇满足好奇心，好奇心里有野性原欲。","76","中","评论具有明确的文学性思考和心理层面解读，将文本风格与读者心理（好奇心、野性原欲）关联，体现出对叙事功能与接受机制的敏锐感知；虽略显抽象，但并非空泛吐槽，而是以质疑切入，带出深层阅读反应，具备启发性和讨论延展性。","72","中性","","","","",""
"SddBOxS0nP","template (5)","-FlQwBu9GJ","613","章评","罗里吧嗦一大堆","35","中","评论内容极其简短且缺乏具体指向，'罗里吧嗦一大堆'属于笼统负面评价，未说明针对哪部分内容、为何冗长、有无影响阅读体验等，无剧情讨论价值，也无趣味互动性或即时反应细节，属于典型低信息量水评。","25","负向","","","","",""
"SddBOxS0nP","template (5)","oGJxL6naYC","518","章评","铁马还账","65","中","评论‘铁马还账’为高度凝练的玩梗式章评，精准指向章节关键情节（铁马角色履行承诺/偿还人情），具备强语境关联性和读者圈内共识基础；虽简短但信息明确、趣味十足，符合网文社区高频互动习惯，有引发共鸣和接梗讨论的潜力。","85","正向","","","","",""
"SddBOxS0nP","template (5)","qfcjrO-QL5","349","章评","[歪头笑哭][歪头笑哭]","68","中","评论为两个表情符号[歪头笑哭]，虽无文字内容，但该表情在网文社区中高频用于表达对剧情反转、角色反差或沙雕桥段的强烈共鸣与趣味性认可，具备即时反应真实感和良好互动潜力；属于简短但语境明确的优质情绪反馈，略缺剧情讨论深度，故未达良好以上。","85","正向","","","","",""
"SddBOxS0nP","template (5)","jqkb6KNp-b","429","章评","[小七_高兴]","30","中","内容仅为昵称加情绪标签，无实际评论信息，未涉及剧情、人物或章节内容，缺乏讨论价值和互动性，属于极简水评","85","正向","","","","",""
"SddBOxS0nP","template (5)","AKkdLmEbIV","996","段评","犹如丧家之犬","75","中","表达精炼有力，使用成语‘丧家之犬’进行形象化比喻，具有明确的贬义指向和情绪张力，符合段评即时反应特点；虽无主语和上下文，但在阅读场景中能有效传递对某角色/情节的强烈负面评价，互动意图清晰。","20","负向","","","","",""
"s4A1euCzIE","婚后-社区评论质量评分-书章段评版","n1Khafdv0O","10","章评","这章看得人心跳加速！希望他们可以相爱相知地走完后面的路[哭泣]","82","好","评论紧扣章节阅读体验，用'心跳加速'生动传达紧张/心动的情绪反应，具有强即时感和代入感；后半句表达对角色关系发展的真挚期待与情感投射，'相爱相知地走完后面的路'体现对人物成长与情感逻辑的认可，兼具温度与叙事理解，虽简短但情绪饱满、互动性强。","92","正向","","","","",""
